adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,name,vote_average,vote_count
False,/bEDVzTbnNyfi2hksbXVVTN5kPRZ.jpg,"[18, 35, 9648, 80]",156888,['KR'],ko,마스크걸,An office worker who is insecure about her looks becomes a masked internet personality by night — until a chain of ill-fated events overtakes her life.,5.3498,/6SP6NiyFxzUaegvg4TB3TMZlv8H.jpg,2023-08-18,Mask Girl,7.484,156
False,/bdkfBz4waYCe3DsgLMMHsgQGw8R.jpg,[18],133678,['KR'],ko,어쩌다 전원일기,"Against his wishes a veterinarian from the big city relocates to the countryside, where he meets a policewoman, a town insider with a friendly secret.",5.8718,/9DNkebzIQNAzr5YSi96RCZ0D3Q6.jpg,2022-09-05,Once Upon a Small Town,7.559,136
False,/4QndLm5U0sglG78XCvIO3eqjfRR.jpg,[18],74821,['KR'],ko,슬기로운 감빵생활,"With his major league baseball debut right around the corner, a star pitcher lands in prison and must learn to navigate his new world.",5.5997,/oxNL8vS9LkVeHx09yDAY7HkEtdK.jpg,2017-11-22,Prison Playbook,8.2,90
False,/vk6bPEyGdublRolHie9h41RiKwP.jpg,"[18, 9648, 10759]",134675,['KR'],ko,작은 아씨들,"Three sisters, who only have each other and never enough money, get entangled in a conspiracy involving the rich and powerful.",4.5769,/oK6q2rDVXNpPyZaZhhiqG2g5Wty.jpg,2022-09-03,Little Women,8.0,149
False,/cqM2urHIAfS75n0dhnt5hDYCMOM.jpg,"[80, 35, 9648, 18]",202783,['KR'],ko,살인자ㅇ난감,"When one accidental killing leads to another, an ordinary young man finds himself stuck in an endless cat-and-mouse chase with a shrewd detective.",5.4153,/a7MUgkRf3fyPk6AIxTnfnDqFTWy.jpg,2024-02-09,A Killer Paradox,7.366,134
False,/brqcD5Q5fWwytk9DdcURBc2UdlS.jpg,"[18, 80]",95110,['KR'],ko,하이에나,"To survive in a dog-eat-dog world, two rival lawyers with high-class clientele tear apart anything that stands in the way of their ambitions.",5.1317,/u6iQysC0Vl3SW4G6x9NjL9pfieD.jpg,2020-02-21,Hyena,7.7,32
False,/uj8DokshBfXWiM64iEXrEldyr39.jpg,[18],156406,['KR'],ko,슈룹,"A spirited queen tries to rein in her rowdy sons in order to make one of them the next king of Joseon, while her competitors vie to snatch the throne.",4.7322,/9CIjlNBlyHbrzhTa5PoIjCUxwRP.jpg,2022-10-15,Under the Queen's Umbrella,8.2,87
False,/qK4wHkIaq2qnJs1iOUJES8wDY5X.jpg,"[35, 18, 9648]",81821,['KR'],ko,백일의 낭군님,"Lee Yool falls off a cliff and nearly dies in an attempted assassination. He loses his memory, and wanders for 100 days under a new name and personality. During this period, he meets Hong Sim, head of the first detective agency in Joseon.",5.5181000000000004,/5GoF6fZGqEycUqgcCNmBCN3OdWM.jpg,2018-09-10,100 Days My Prince,8.0,157
False,/rEwuB4VK9N1E3zKydXcI61xL7hd.jpg,"[18, 35]",125437,['KR'],ko,라켓소년단,A city kid is brought to the countryside by his father's new coaching gig: reviving a ragtag middle school badminton team on the brink of extinction.,4.9001,/ofXLNr9Nmkicdz1UxLtzAv5ABHR.jpg,2021-05-31,Racket Boys,8.2,25
False,/v2oYFGaB2W70K9Vyr0dE4HDaLp8.jpg,"[9648, 18, 80]",119772,['KR'],ko,악마판사,"The court system is corrupted and old-fashioned. People desire a new system that can satisfy the crowds. However, are the crowds always correct? The drama shows how judges discover the truth about people in court. It centers around a chief judge who doesn’t believe in justice, but only makes judgements that the crowds will be satisfied with. An assistant judge starts to question his motives and tries to find the truth.",4.9378,/41wc4n7juC0A4XNROYTDvlndi0E.jpg,2021-07-03,The Devil Judge,8.6,56
False,/6gyJwBbgFD0MYap1AFWQKOkve6D.jpg,"[35, 18, 10765, 80]",203164,['KR'],ko,힘쎈여자 강남순,"Gifted with superhuman strength, a young woman returns to Korea to find her birth family — only to be entangled in a drug case that could test her power.",5.4532,/rjkHORZvB5bnz7kH1PufFCKsX4I.jpg,2023-10-07,Strong Girl Nam-soon,7.717,120
False,/3HL1KVYqAclZgj2mPqHwIqeyeiB.jpg,"[18, 35, 10765]",82237,['KR'],ko,뷰티 인사이드,"The love story between a top actress and an airline director who each suffers an unusual phenomenon. He suffers from prosopagnosia, while every month she transforms into someone else for a week.",4.4914,/u3UGsVYD0nxsucvN7NHLzXP0FHu.jpg,2018-10-01,The Beauty Inside,7.913,75
False,/g76OvRFFDgMBmjFbY2FNRjzfZkN.jpg,"[18, 35]",152511,['KR'],ko,기상청 사람들: 사내연애 잔혹사 편,"Inside a national weather service, love proves just as difficult to predict as rain or shine for a diligent forecaster and her free-spirited co-worker.",4.8435,/3Qfh99m0jShWrqlFRsnWY7HeHNX.jpg,2022-02-12,Forecasting Love and Weather,7.15,107
False,/qCKFi1v109vOEHlc02AJFpBcS79.jpg,"[18, 80, 9648]",116612,['KR'],ko,괴물,"As a killing resembling a cold case resurfaces in a small town, the chase for the truth falls on two policemen who each harbor secrets of their own.",4.9632000000000005,/qvR2V6BlXrJ7VTuhEfnXc4rTJTR.jpg,2021-02-19,Beyond Evil,8.5,164
False,/99uVIbWwGtGNYWUej20fIt3JcL5.jpg,[10764],203552,['KR'],ko,최강야구,Amateur baseball players go up against legendary pros in a championship to determine the ultimate winning team.,5.1975999999999996,/1fAb3pz40E5D11eTm4wuSFPR14f.jpg,2022-06-06,A Clean Sweep,5.0,2
False,/spmEC5NT0siVLj6iMTLzYCdtAW1.jpg,"[10765, 18, 9648, 10759]",113622,['KR'],ko,시지프스 : the myth,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.,4.7731,/xjnBtoMa9JNNL3adNTprAPVLWph.jpg,2021-02-17,Sisyphus,7.09,106
False,/cTIfK6Vdp4B1fljaRFjMWrzavC.jpg,[18],133775,['KR'],ko,블랙의신부,"Through an exclusive matchmaking agency, women strive to marry a desirable bachelor and into the highest echelon of society.",4.4034,/hqABG0jPug0NoFpCcJYAtrRdIk3.jpg,2022-07-15,Remarriage & Desires,7.302,53
False,/3nZ7RifC9MwcQKLdphdeOr7SKVl.jpg,"[35, 18]",87553,['KR'],ko,그녀의 사생활,"An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director.",4.5751,/nr4BB5JoTyxrtaNVMECinuMzTMA.jpg,2019-04-10,Her Private Life,7.654,91
False,/wYO8Shc4w2FXsqGqSl1MSQtQT8U.jpg,[18],113710,['KR'],ko,도시남녀의 사랑법,"Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul.",4.2799,/ylSkgVyStX0DwSF8irjQVAf2P4H.jpg,2020-12-22,Lovestruck in the City,7.692,154
False,/xbWlQDHwFjAo9oRALQBLtPYntPJ.jpg,"[35, 18]",74074,['KR'],ko,이번 생은 처음이라,"Nam Se-Hee is a single man in his early 30s. He has chosen to not marry. He owns his home, but he owes a lot on his mortgage. Yoon Ji-Ho is a single woman in her early 30s. She does not own a home and envies those that do. She has given up on dating due to her financial struggles. Yoon Ji-Ho begins to live at Nam Se-Hee’s house. They become housemates.",4.8262,/tEGLv0BdgvJN7K4Me4fpuhdPLRg.jpg,2017-10-09,Because This Is My First Life,8.258,128
False,/sskAFBI63XKIAo7ilhGFGZFCtXM.jpg,[18],74829,['KR'],ko,그냥 사랑하는 사이,Two survivors of a building collapse discover support and love in each other as they overcome the pain of loss and reconstruct a hopeful future.,4.6961,/kZyBy282x8S8TRtC2MZev4SXl83.jpg,2017-12-11,Just Between Lovers,7.8,71
False,/3sEwJrB9zHAAS9J8oZ3ohjse0k4.jpg,[18],87527,['KR'],ko,첫사랑은 처음이라서,"Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between.",5.2879,/q4FYMBAAYmO9PoUsTUu66hU9x4R.jpg,2019-04-18,My First First Love,8.3,539
False,/ylS5KdDgb8s4Y7P3sDifrizvmA4.jpg,[18],119464,['KR'],ko,나빌레라,A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.,4.2144,/dq16SAQOPj5Qs8SIU0C3dAh7k0a.jpg,2021-03-22,Navillera,8.589,192
False,/3kzPeAT0XuTkoJn77WWlbpOtOGs.jpg,[18],95066,['KR'],ko,초콜릿,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward.",4.6772,/ugLwOOv9k6NG0XL2IX06RiqW9yt.jpg,2019-11-29,Chocolate,7.66,25
False,/uXlxoe3ef5h2SlDlnLCOkizXq0B.jpg,[18],139547,['KR'],ko,종말의 바보,"As an asteroid hurtles towards Earth with nothing to stop it, one determined teacher fights to keep her former students safe — no matter the cost.",4.6472,/i1LvLQSKRoGlU5egMHagDtsZ4K1.jpg,2024-04-26,Goodbye Earth,6.0,54
False,/bBKE6Sl9NnueGw1qK2HkrlNaIKG.jpg,[18],196474,['KR'],ko,너의 시간 속으로,"A grieving woman magically travels through time to 1998, where she meets a man with an uncanny resemblance to her late love.",4.6571,/b5Rmy2xJekCNY7raZEjpYPyhf6h.jpg,2023-09-08,A Time Called You,8.279,165
False,/pkoYXabVyrOI5zEm1LnrtLx2mAh.jpg,[18],203698,['KR'],ko,대행사,"A self-made executive navigates the cutthroat world of advertising, stopping at nothing — no matter how calculating — to become the head of her agency.",3.8631,/tl5BTpac5kGnw9luLDrKv3KGFcY.jpg,2023-01-07,Agency,6.5,28
False,/5faddxnOVUIRoAK3TqXtZwszYEA.jpg,"[80, 9648, 10765, 18]",64840,['KR'],ko,시그널, Detectives from the present and a detective from the past communicate via walkie-talkie to solve a long-time unsolved case.,4.8146,/4MzvA9GpzztBTFWw5nHENj7hU9a.jpg,2016-01-22,Signal,8.067,149
False,/syjXo6WZJEg5YrEshoQT5B8jL2o.jpg,[18],154887,['KR'],ko,나의 해방일지,"Three siblings, exhausted by the monotony of day-to-day adulthood, seek to find fulfillment and freedom from their unremarkable lives.",4.5397,/olmfFeKZyQoTwj9Zo3Y5IUaioPB.jpg,2022-04-09,My Liberation Notes,7.714,77
False,/x2qrI0gQ1tK1NXuSALhZk6Eq4mG.jpg,"[10765, 18]",96160,['KR'],ko,나 홀로 그대,Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.,4.322,/nLbKNyUKq6WMMoPuL712m43MVhc.jpg,2020-02-07,My Holo Love,8.481,856
False,/nQAyoR7kmyiQCC9EAJLb12ZDS2.jpg,"[80, 18]",90814,['KR'],ko,인간수업,"Determined to escape a dead-end life, a gifted high school student turns to a world of serious crime to ensure he can pay for college.",4.6941,/sgzV6RNvc3e7LyRdht11NTS6tVv.jpg,2020-04-29,Extracurricular,8.144,651
False,/haIqIHTTZPebqPTz3ktte1VEUDL.jpg,[80],97970,['KR'],ko,수리남,An ordinary entrepreneur joins a secret government mission to capture a Korean drug lord operating in South America.,4.3554,/8ivM3YptVuFgumcZMjCMi28k2EF.jpg,2022-09-09,Narco-Saints,7.752,147
False,/msrw4yMwqrUgGDzQSRRNSgkamBt.jpg,[10764],210905,['KR'],ko,피지컬: 100,"In this fierce fitness competition, one hundred contestants in top physical shape compete to claim the honor of best body.",3.9186,/vl9XwsuGGzvbAWlHLTNTFIWcgK6.jpg,2023-01-24,Physical: 100,7.656,145
False,/2ajK3kOjRMPseje2tqS6CQUcEHE.jpg,"[16, 10762, 35]",129832,['KR'],ko,브레드 이발소,"Aimed at kids 6-10, the hilarious CGI comedy is set in a world populated by anthropomorphized foodstuffs, who seek out our carb-loaded hero to get decoration makeovers.",5.0479,/saI7dFBvounvh37BtqMwELsDyHH.jpg,2019-01-03,Bread Barbershop,5.3,3
False,/dRZAe8DjVRVQMwipNDFFyitIVDR.jpg,[10764],105301,['KR'],ko,아이랜드,"I-LAND (아이랜드) is a South Korean boy group reality survival show produced by Mnet and organized by Belift Lab, which at the time of airing was a joint venture between entertainment companies CJ ENM and HYBE.  It premiered on June 26, 2020 and broadcasted every Friday at 11 p.m. KST on Mnet.

A second season, I-Land 2, was expected to premiere in the first half of 2022 featuring female trainees; however, on July 15, 2022, it was announced that it would be postponed. Instead in 2023, HYBE partnered with JTBC to produce R U Next? featuring trainees who would debut in Illit, signing with Belift Lab, becoming labelmates with Enhypen.

On July 24, 2023, Mnet announced the second season titled I-Land 2: N/⍺, not in affiliation with Hybe or Belift Lab, featuring female trainees. The show started airing in April 2024, and is collaborating with The Black Label, with the final lineup debuting in WakeOne.",4.2468,/yUFsaPjU5ovAvobWjRic94LEVf6.jpg,2020-06-26,I-LAND,8.0,16
False,/7pg8P17yImSmR7z5QO3nF0d7RB1.jpg,"[35, 9648, 10765]",206686,['KR'],ko,닭강정,"A woman steps into an odd machine and becomes... a chicken nugget?! Now, it's up to her father and admirer to embark on a zany quest to bring her back.",3.9893,/9hefpkltcFLcZSKXr65l0mPMRKn.jpg,2024-03-15,Chicken Nugget,6.2,38
False,/b4UmLXS2GZ0dRr6jC3Kv2LpGpgK.jpg,"[35, 18]",61678,['KR'],ko,미생,"Since he was a child, the board game baduk has been everything to Jang Geu-rae. But when he fails at achieving his dream of becoming a professional baduk player, Geu-rae must leave his isolated existence and enter the real world armed with nothing but a high school equivalency exam on his resume.",4.3757,/2ZAquQpSHOBWZNjPM0jmqqKv8X8.jpg,2014-10-17,Incomplete Life,8.6,62
False,/suTqAJACZ1XwUNhOBnKtytKLjSR.jpg,"[35, 18, 10765]",152471,['KR'],ko,고스트 닥터,A skilled surgeon becomes a coma patient and possesses a first-year resident who is the polar opposite of him in expertise and personality.,4.3595,/1TWwuZR398ytSZX0RdsOyECu9sC.jpg,2022-01-03,Ghost Doctor,8.2,59
False,/sP0R5F8fkVM0eHcRFXr012rzNAM.jpg,"[35, 10765, 18]",154822,['KR'],ko,별들에게 물어봐,"From two different worlds and with separate missions, an astronaut and a space tourist entangle in space — only to start falling for each other.",4.2246,/pdOiUbJ0vEJfh5OGFG8y1e4InQ7.jpg,2025-01-04,When the Stars Gossip,7.958,36
False,/2QQFOf54RwB0cEXnB8aXwiRyDEn.jpg,"[9648, 80, 35, 18]",86640,"['US', 'KR']",ko,빙의,A reluctant clairvoyant joins forces with a brusque police detective hiding a soft heart to help him solve criminal cases using her psychic abilities.,4.0709,/zEoX8FfgkQKHMybmxlJ8Vv5huWC.jpg,2019-03-06,Possessed,6.1,20
False,/xrOqBDRDknVssWMW63n64xiLAr8.jpg,[18],79991,['KR'],ko,라이프,"At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",4.2997,/bnZ84kmXw9OlnAaVJlEYKOMlJmt.jpg,2018-07-23,Life,7.394,33
False,/4DGEmMg2BFmu4YqwGWvTcE353Ta.jpg,"[35, 18]",135897,['KR'],ko,그 해 우리는,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives.",4.1488,/bA15g6OLmhQ2HkURRaCztA2jwqI.jpg,2021-12-06,Our Beloved Summer,8.4,126
False,/vjvL4LCLMxOcFOuaYLPQMtAEFJ0.jpg,"[35, 18, 16]",210942,['KR'],ko,외모지상주의,"In a society that favors good looks, a high school outcast leads a double life switching between his two bodies that are polar opposites in appearance.",3.933,/qkoM63HDuCOSwxGfb0pljrgns9I.jpg,2022-12-08,Lookism,8.4,262
False,/21oU7tt5sT30OT6j2NdVL59joSr.jpg,[18],194797,['KR'],ko,이두나!,A college student navigates life and school while dealing with a unique predicament — he's living with a beautiful former K-pop sensation.,4.1633,/3USqtoPiHZEpDLoejWFEbV33L8c.jpg,2023-10-20,Doona!,7.806,173
False,/wqh98k12bgxpbE2tONUITxkWmlH.jpg,"[18, 10768]",233205,['KR'],ko,"세작, 매혹된 자들","Amid a royal and political power struggle, a king entangles with an intriguing woman — whose hidden desire for revenge transforms into unintended love.",4.3706,/wNdHCRkS0Xrz6niq3tpAwuLZk7c.jpg,2024-01-21,Captivating the King,7.8,23
False,/5O0MHAS4cA6PvhNOyDiVmv4w2U4.jpg,"[35, 18]",68945,['KR'],ko,마음의 소리,"Comedy following Cho Seok's ridiculous but hilarious adventures with his girlfriend-turned-wife Ae Bong, their dogs, older brother Jo Joon, and parents. Based on the popular webtoon series of the same name.",4.2855,/l2EzNJQNh2onlefGuucboFy8WV8.jpg,2016-11-07,The Sound of Your Heart,7.9,25
False,/rksm7zN5ltuayGz1db7jV1TBVIA.jpg,"[10751, 18]",258707,['KR'],ko,가족X멜로,"After his business crashes, a man disappears from his family for 11 years. But when he makes a return as their wealthy landlord, a messy reunion ensues.",4.3666,/A79XDQ6XCk0xVkp4IAooAHMtBpD.jpg,2024-08-10,Romance in the House,7.6,27
False,/sZvkElBCWiYNpVk3PsFlW64xkBh.jpg,"[18, 35, 10765, 9648]",210107,['KR'],ko,힙하게,A psychic vet and a detective join forces to crack small-town cases — but their skills are tested when they unravel a chilling serial killer mystery,3.612,/rmGfPwRBOr8i8zxS0P0XCFJE21W.jpg,2023-08-12,Behind Your Touch,8.19,87
False,/2SuS9qJ9tyzfOlGexoSgwKTfDSJ.jpg,"[9648, 18]",124426,['KR'],ko,마인,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",3.8378,/r5kJZl10lE2gbIuY92gPaQHYEa4.jpg,2021-05-08,Mine,7.6,119
False,/6duvyxTYkDRGCzvTvXMwnojlXot.jpg,[18],96977,['KR'],ko,날씨가 좋으면 찾아가겠어요,"Drained from her life in the city, a young cellist moves to a quiet small town, where she encounters an old friend who helps her heal and remake herself.",4.3246,/h3FeWqdslmfD3d2wffFELjMcjQZ.jpg,2020-02-24,When the Weather Is Fine,7.1,58
False,/hxq5d1mHRPyYt8VDp14PQx5gdCh.jpg,"[18, 35]",255086,['KR'],ko,정숙한 세일즈,"In search of purpose, opportunity and independence, four rural women start an adult products business in 1992 — embarking on a journey of self-discovery.",4.4049,/vQfZZT645qUQang5OB56hRZ6Rir.jpg,2024-10-12,A Virtuous Business,8.1,39
False,/uQNU5O7npOUXsU4VDIYCmyLJVMp.jpg,"[18, 35, 9648]",224900,['KR'],ko,모래에도 꽃이 핀다,"Struggling to find success, a former wrestling prodigy finds himself ready to quit until he reencounters an old friend who reignites his passion.",3.4532,/lyeBjKdpv3HhtgCNBZ0Ekk7dZr.jpg,2023-12-20,Like Flowers in Sand,7.7,28
False,/HZLzCeiyos5erasKMZNspEfrY4.jpg,"[35, 18]",67084,['KR'],ko,신데렐라와 네명의 기사,"Catching the eye of a wealthy gentleman, spunky Ha-won gets hired to live with his three immature grandsons so she can whip them into shape.",4.2881,/jgE63Z609gr10IoFu4pe4OdliBr.jpg,2016-08-12,Cinderella and Four Knights,7.345,103
False,/wUDUibcYuox8Xf0QDiK46YzZM1N.jpg,"[35, 18]",90720,['KR'],ko,멜로가 체질,"At the start of their 30s, three friends navigate the demanding entertainment industry while juggling love, careers and dreams.",4.0451,/fdPc2MoU8Cm87R3kYw1Hul0Dy76.jpg,2019-08-09,Be Melodramatic,7.7,39
False,/ujy59wcLc9JeWj0VbeuSd00dpRm.jpg,[18],211746,['KR'],ko,사랑의 이해,Four men and women working at the same bank get entangled in a complicated romance as they discover how far they’re willing to go for love.,3.7789,/l3YaNQAdllzbonbyjf0DB1eNfMW.jpg,2022-12-21,The Interest of Love,5.944,54
False,/lmHoZwTkXc3CShClVX09poTifL5.jpg,"[18, 35]",203697,['KR'],ko,연예인 매니저로 살아남기,Agents at a talent management firm tackle strong personalities and office politics while keeping their celebrity clients happy and helping them shine.,3.8319,/eInV2LeBPEQMqsrnmzVM9ClGnDk.jpg,2022-11-07,Behind Every Star,7.3,17
False,/ziBhTqKA5hzrr3v6Jrfa7UJnlnc.jpg,[10764],128979,['KR'],ko,돌싱글즈,"Newly single and ready to mingle, divorced men and women enter the Dolsing Village looking to date, cohabitate and find love again.",3.7748,/bltJ2aa5BdWL3UoIjHaS9l6iNtz.jpg,2021-07-11,Love After Divorce,9.0,6
False,/6MBRKVIEvtWMSf7iwt0oivylzPD.jpg,"[18, 10765, 35]",99491,['KR'],ko,쌍갑포차,"At this mysterious late-night food cart run by an equally mysterious woman and her part-timer, customers are provided a space for respite and counseling through their dreams. But most importantly, everyone here is treated equally—living or dead.",3.451,/ol3UYd3EfHmz5jz777jpAPwGxwp.jpg,2020-05-20,Mystic Pop-up Bar,8.0,65
False,/nAK9jyT2P6af2Jidzy2Dcv9S2ug.jpg,"[35, 18]",211705,['KR'],ko,비밀은 없어,"A well-respected announcer suddenly loses his ability to self-censor on air, catching the attention of a TV writer who invites him on her variety show.",3.0061,/x6SBFzYpcg7JTvJoGe11E2TaGjr.jpg,2024-05-01,Frankly Speaking,7.2,17
False,/qVNACrSwu8RCgf9loLKfTv0mDeq.jpg,"[18, 10759, 10765]",137040,['KR'],ko,택배기사,"In a dystopian 2071 devastated by air pollution, the survival of humanity depends on the Black Knights — and they’re far from your average delivery men.",3.8047,/ucz3ZboT2Sb12yum51Q4J8M0myb.jpg,2023-05-12,Black Knight,7.454,260
False,/6oRDn0lfZg81bO3NhWq1N23Z75S.jpg,"[9648, 10765]",106761,['KR'],ko,미씽: 그들이 있었다,"A village holds spirits of missing, deceased people. A search to find the missing bodies and discover the truth behind their disappearance occurs.",3.7183,/gRlEg8sjyA73pi3ZZF3WTPotmXO.jpg,2020-08-29,Missing: The Other Side,7.7,26
False,/8ToOGGzhzksqEBOjGShILsFZag0.jpg,[18],68410,['KR'],ko,불야성,"A coldhearted heiress, a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power.",3.9574,/zvC6cvRuvGI8oWHkVaE3JwE9prR.jpg,2016-11-21,White Nights,7.1,17
False,/ziEDTUHzmb3Y04Q0h8QpCwOkvLS.jpg,[10764],218475,['KR'],ko,19/20,A group of young adults share their last week of teens and first week of twenties together — experiencing freedom and all the “firsts” of adulthood.,3.8601,/eii3tllx5vS2BF6BPcXohrm9hWz.jpg,2023-07-11,Nineteen to Twenty,7.8,40
False,/9hNJ3fvIVd4WE3rU1Us2awoTpgM.jpg,"[18, 10765, 9648]",96777,['KR'],ko,고요의 바다,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",3.9162,/fFT0IgqtCOks4munDTxQwkvNJkd.jpg,2021-12-24,The Silent Sea,7.678,628
False,/rrz2h7iOS6VcOTj16zQxPFITLof.jpg,"[35, 18, 9648]",85701,['KR'],ko,리갈하이,A money-hungry lawyer and a righteous rookie become an unlikely courtroom duo in this remake of the Japanese series of the same name.,3.305,/sK4wNZZH8NB6bQhoTXlstE9QDg4.jpg,2019-02-08,Legal High,6.0,13
False,/tYEglssQT3HMngKm5bQA5mw4n0u.jpg,"[18, 10768]",223329,['KR'],ko,돌풍,A whirlwind power clash between the prime minister and deputy prime minister unravels the day the president suffers an assassination attempt.,4.0325,/dMNPN1cxX0CuL9POyT5xoiTk10h.jpg,2024-06-28,The Whirlwind,7.174,23
False,/kJeXTvZGoxS1XQQStD6uDBdsskY.jpg,"[18, 9648, 80]",212553,['KR'],ko,선산,"After the death of an unknown uncle, a woman inherits a burial ground and finds herself in the center of a string of murders and dark secrets.",3.3531,/iExLDuclzOp06ro9929UTDQRDm1.jpg,2024-01-19,The Bequeathed,7.1,60
False,/ft9kPRULcAN7hgjvzpEfmtROiQR.jpg,"[18, 10765]",123349,['KR'],ko,안나라수마나라,An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.,9.9069,/muaqMAPiEEYILOdDv72PC8sZ7HQ.jpg,2022-05-06,The Sound of Magic,7.6690000000000005,151
False,/zol12PGrBlKbq4bOe7HlbXxtAS6.jpg,[18],135652,['KR'],ko,군검사 도베르만,"Do Bae-man became military prosecutor only to make more money and be successful. On the other hand, Cha Woo-in, recently joining Bae-man’s team, became one for her revenge. As these two different purposes shows, the two have very different backgrounds and personalities. However, as they work on the same case, Bae-man and Woo-on help each other and even grow together as fine military prosecutors.",4.1632,/1bhoxZfhKmzgaXHWcsgILGzHMmG.jpg,2022-02-28,Military Prosecutor Doberman,7.3,51
False,/lPnWhpVe81isngx5Dmrq3itjuF0.jpg,"[10759, 9648, 10765, 18]",83634,['KR'],ko,알함브라 궁전의 추억,"While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain.",3.6461,/18UuytTxcPSrhptyW7hHDenN70C.jpg,2018-12-01,Memories of the Alhambra,7.495,104
False,/cnLMUW9GEtMrgSuPKjpGOXjPFFT.jpg,"[18, 9648]",195747,['KR'],ko,그린마더스클럽,"Five moms in a competitive grade school community keep their enemies close, and one another closer, as envy and secrets tangle and unravel their lives.",3.7188,/1khpDFmRfKtBUJ2VMgJsKBf64PU.jpg,2022-04-06,Green Mothers' Club,4.8,15
False,/9ZFTBeisjt3BEdzNKKNB0VkoSk5.jpg,"[18, 80, 9648]",76715,['KR'],ko,미스티,"When a popular anchorwoman for a prime time news show becomes the suspect in a murder case, her estranged husband - who has worked as a prosecutor in the past but now works as a public defender - decides to defend his wife.",3.6219,/5kqnPQJrbOiyT03OawvSAKnX1u5.jpg,2018-02-02,Misty,7.2,25
False,/omY2At0U5zPDYnhxPLD79ZfZIXO.jpg,"[18, 9648, 35]",138663,['KR'],ko,미남당,A suspicious business that offers the services of a purportedly all-knowing shaman catches the attention of a tenacious police inspector.,3.1791,/jFXSdUd12KzpIKixEmTL0P7osxP.jpg,2022-06-27,Café Minamdang,7.7,41
False,/3BZ1jjZ4x3AfOt1aaBHHK78l92K.jpg,[18],87811,['KR'],ko,페르소나,An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.,3.2761,/hV7VMjl1vI9oHRFKLdycobzYOKB.jpg,2019-04-11,Persona,6.5,46
False,/itwLsEg4aUWRhpwEbDqL1iFGcPi.jpg,[16],126647,['KR'],ko,마음의 소리,,3.0516,/8C0qWkx1qMFlMgH9XcehRoFT35t.jpg,2016-07-19,The Sound of Your Heart,2.0,1
False,/d7zvwjqWc04keAN3Aq1yvYLXY1g.jpg,[10764],129760,['KR'],ko,체인지 데이즈,Struggling real-life couples date each other's partners to decide who to leave with: the same person they walked in with or someone new.,3.5113,/iC764nvQ6A6eS5WdH4trj9wnG9w.jpg,2021-05-18,Change Days,7.0,9
False,/zkusmyy0LJcpIffUx0oR2qUkPq0.jpg,"[18, 35]",138251,['KR'],ko,이브,"The Republic of Korea is overturned by 2 trillion-won divorce scandal of a chaebol caused by one ordinary woman. It is about getting into the truth of the scandal and the top 1% rich couple who made it. Surprisingly, Lee Ra-el, a nobody who's not rich nor famous has caused the divorce. But Ra-el is a charming and intelligent woman who's mastered art, psychology, and even economics. if she wants to, she can get any kind of man with her looks and brain.",3.1336,/6xvIRR50lDzFRWLFCAwSzEkoEu3.jpg,2022-06-01,Eve,6.4,47
False,/yfocKW4LEVPJduL8P3Hp2zAPatV.jpg,[10764],224229,['KR'],ko,성+인물: 일본 편,"Shin Dong-youp and Sung Si-kyung dive into adult entertainment in Japan, meeting people from all walks of life to demystify the ""taboo"" experience.",3.4533,/oJIpfDELO2MKOZE7dx1ZuWITicR.jpg,2023-04-25,Risqué Business: Japan,6.9,9
False,/9nRQzSmFcqo5F1nnaEQEpkNFYGa.jpg,[18],126698,['KR'],ko,너는 나의 봄,A hotel concierge and a psychiatrist with traumatic childhoods form a heartfelt bond when they become entangled in a perplexing local murder case.,3.0264,/elwXwSRBJHxLqOtSYFztytB7vj.jpg,2021-07-05,You Are My Spring,6.4,29
